date,Supplemntal Nutrition Assistance Program,Food bank,Soup kitchen,Electronic Benefit Transfer,month,year,CountyName,State
2020-10-01,71.43,0.0,0.0,0.0,10,2020,beaumont port arthur,TX
2020-11-01,74.83,0.0,0.0,29.49,11,2020,beaumont port arthur,TX
2020-12-01,51.02,0.0,0.0,20.79,12,2020,beaumont port arthur,TX
2021-01-01,31.0,0.0,0.0,38.12,1,2021,beaumont port arthur,TX
2021-02-01,26.0,17.02,0.0,17.33,2,2021,beaumont port arthur,TX
2021-03-01,21.0,0.0,0.0,34.65,3,2021,beaumont port arthur,TX
2021-04-01,22.0,0.0,0.0,24.26,4,2021,beaumont port arthur,TX
2021-05-01,24.0,0.0,0.0,0.0,5,2021,beaumont port arthur,TX
2021-06-01,20.0,0.0,0.0,110.88,6,2021,beaumont port arthur,TX
2021-07-01,36.0,0.0,0.0,72.77,7,2021,beaumont port arthur,TX
2021-08-01,37.0,23.65,0.0,48.51,8,2021,beaumont port arthur,TX
2021-09-01,26.0,24.23,0.0,48.51,9,2021,beaumont port arthur,TX
2021-10-01,19.0,0.0,0.0,62.37,10,2021,beaumont port arthur,TX
2021-11-01,28.0,0.0,0.0,48.51,11,2021,beaumont port arthur,TX
2021-12-01,24.0,0.0,0.0,16.0,12,2021,beaumont port arthur,TX
2022-01-01,30.0,0.0,0.0,16.0,1,2022,beaumont port arthur,TX
2022-02-01,31.0,14.22,0.0,13.0,2,2022,beaumont port arthur,TX
2022-03-01,28.0,14.22,0.0,7.0,3,2022,beaumont port arthur,TX
2022-04-01,28.0,0.0,0.0,15.0,4,2022,beaumont port arthur,TX
2022-05-01,27.0,19.11,0.0,23.0,5,2022,beaumont port arthur,TX
2022-06-01,41.0,0.0,0.0,14.0,6,2022,beaumont port arthur,TX
2022-07-01,32.0,19.11,0.0,14.0,7,2022,beaumont port arthur,TX
2022-08-01,30.0,14.67,0.0,17.0,8,2022,beaumont port arthur,TX
2022-09-01,38.0,0.0,0.0,9.0,9,2022,beaumont port arthur,TX
2022-10-01,25.0,0.0,0.0,9.0,10,2022,beaumont port arthur,TX
2022-11-01,29.0,21.33,0.0,13.0,11,2022,beaumont port arthur,TX
2022-12-01,27.0,0.0,0.0,36.0,12,2022,beaumont port arthur,TX
2023-01-01,25.0,0.0,0.0,23.0,1,2023,beaumont port arthur,TX
2023-02-01,22.0,0.0,0.0,7.0,2,2023,beaumont port arthur,TX
2023-03-01,24.0,0.0,0.0,12.0,3,2023,beaumont port arthur,TX
2023-04-01,25.0,0.0,0.0,12.0,4,2023,beaumont port arthur,TX
2023-05-01,25.0,0.0,0.0,13.0,5,2023,beaumont port arthur,TX
2023-06-01,23.0,0.0,0.0,11.0,6,2023,beaumont port arthur,TX
2023-07-01,21.0,0.0,0.0,14.0,7,2023,beaumont port arthur,TX
2023-08-01,29.0,0.0,0.0,6.0,8,2023,beaumont port arthur,TX
2023-09-01,28.0,0.0,0.0,15.0,9,2023,beaumont port arthur,TX
2023-10-01,15.0,0.0,0.0,8.0,10,2023,beaumont port arthur,TX
2023-11-01,18.0,0.0,0.0,11.0,11,2023,beaumont port arthur,TX
2023-12-01,18.0,0.0,0.0,24.0,12,2023,beaumont port arthur,TX
2024-01-01,15.0,0.0,0.0,0.0,1,2024,beaumont port arthur,TX
2024-02-01,13.0,0.0,0.0,22.0,2,2024,beaumont port arthur,TX
