date,Supplemntal Nutrition Assistance Program,Food bank,Soup kitchen,Electronic Benefit Transfer,month,year,CountyName,State
2022-02-01,41.0,11.5,0.0,7.0,2,2022,abilene sweetwater,TX
2022-03-01,41.0,21.0,13.48,14.0,3,2022,abilene sweetwater,TX
2022-04-01,36.0,14.0,0.0,18.0,4,2022,abilene sweetwater,TX
2022-05-01,31.0,0.0,0.0,32.0,5,2022,abilene sweetwater,TX
2022-06-01,36.0,0.0,0.0,46.0,6,2022,abilene sweetwater,TX
2022-07-01,48.0,15.0,0.0,29.0,7,2022,abilene sweetwater,TX
2022-08-01,43.0,37.0,0.0,34.0,8,2022,abilene sweetwater,TX
2022-09-01,44.0,0.0,0.0,17.0,9,2022,abilene sweetwater,TX
2022-10-01,33.0,0.0,0.0,12.0,10,2022,abilene sweetwater,TX
2022-11-01,40.0,15.0,0.0,34.0,11,2022,abilene sweetwater,TX
2022-12-01,34.0,14.0,0.0,54.0,12,2022,abilene sweetwater,TX
2023-01-01,35.0,29.09,0.0,48.47,1,2023,abilene sweetwater,TX
2023-02-01,35.0,24.24,0.0,31.5,2,2023,abilene sweetwater,TX
2023-03-01,23.0,17.45,0.0,41.2,3,2023,abilene sweetwater,TX
2023-04-01,31.0,25.21,0.0,0.0,4,2023,abilene sweetwater,TX
2023-05-01,26.0,23.27,0.0,38.77,5,2023,abilene sweetwater,TX
2023-06-01,40.0,35.88,0.0,0.0,6,2023,abilene sweetwater,TX
2023-07-01,30.0,35.88,0.0,65.43,7,2023,abilene sweetwater,TX
2023-08-01,39.0,50.42,0.0,0.0,8,2023,abilene sweetwater,TX
2023-09-01,35.0,26.18,0.0,0.0,9,2023,abilene sweetwater,TX
2023-10-01,18.0,21.33,0.0,0.0,10,2023,abilene sweetwater,TX
2023-11-01,26.0,28.12,0.0,29.08,11,2023,abilene sweetwater,TX
2023-12-01,34.0,51.39,0.0,26.66,12,2023,abilene sweetwater,TX
2024-01-01,24.0,33.94,0.0,0.0,1,2024,abilene sweetwater,TX
2024-02-01,38.0,40.73,0.0,0.0,2,2024,abilene sweetwater,TX
