date,Supplemntal Nutrition Assistance Program,Food bank,Soup kitchen,CalFresh,Electronic Benefit Transfer,month,year,CountyName,State
2023-04-01,34.95,95.02,0.0,163.93,17.0,4,2023,fresno visalia,CA
2023-05-01,32.72,101.21,0.0,179.06,18.0,5,2023,fresno visalia,CA
2023-06-01,38.67,86.76,0.0,163.93,18.0,6,2023,fresno visalia,CA
2023-07-01,36.44,128.07,0.0,163.93,20.0,7,2023,fresno visalia,CA
2023-08-01,39.41,99.15,0.0,181.58,26.0,8,2023,fresno visalia,CA
2023-09-01,31.97,130.13,0.0,171.5,22.0,9,2023,fresno visalia,CA
2023-10-01,28.26,101.21,0.0,148.8,17.0,10,2023,fresno visalia,CA
2023-11-01,31.23,136.33,0.0,158.89,15.0,11,2023,fresno visalia,CA
2023-12-01,29.0,90.89,0.0,158.89,12.0,12,2023,fresno visalia,CA
2024-01-01,32.72,101.21,0.0,166.45,16.0,1,2024,fresno visalia,CA
2024-02-01,32.72,88.82,0.0,181.58,16.0,2,2024,fresno visalia,CA
