date,Supplemntal Nutrition Assistance Program,Food bank,Soup kitchen,CalFresh,Electronic Benefit Transfer,month,year,CountyName,State
2023-02-01,41.5,38.0,14.38,0.0,18.0,2,2023,dallas ft  worth,TX
2023-03-01,40.0,48.0,51.75,208.33,13.0,3,2023,dallas ft  worth,TX
2023-04-01,38.0,57.0,0.0,223.77,12.0,4,2023,dallas ft  worth,TX
2023-05-01,40.0,60.0,35.94,192.9,15.0,5,2023,dallas ft  worth,TX
2023-06-01,44.0,65.0,33.06,0.0,16.0,6,2023,dallas ft  worth,TX
2023-07-01,45.0,63.0,27.31,0.0,15.0,7,2023,dallas ft  worth,TX
2023-08-01,46.0,63.0,57.5,0.0,14.0,8,2023,dallas ft  worth,TX
2023-09-01,43.0,69.0,40.25,0.0,13.0,9,2023,dallas ft  worth,TX
2023-10-01,36.0,58.0,30.19,0.0,11.0,10,2023,dallas ft  worth,TX
2023-11-01,37.0,71.0,73.31,0.0,12.0,11,2023,dallas ft  worth,TX
2023-12-01,38.0,57.0,48.88,208.33,12.0,12,2023,dallas ft  worth,TX
2024-01-01,37.0,42.0,54.62,0.0,11.0,1,2024,dallas ft  worth,TX
2024-02-01,37.0,45.0,56.06,0.0,12.0,2,2024,dallas ft  worth,TX
